项目ID,项目编号,项目名称,项目金额,业务模式,业务条线,租赁模式,项目状态,客户ID,客户名称,客户经理ID,客户经理名称,部门ID,部门名称,机构ID,机构名称,项目资金用途,国家,省份,市,地区,详细地址,项目第一偿还来源,项目第二偿还来源,租赁物描述,争议解决方式,数据版本,创建人,创建时间,最后修改人,最后修改时间,单据来源主键,单据来源类型,出租人机构ID,业务单据类型,总裁审批状态,是否上预审会,是否上审决会,删除标识,审批结束时间,总裁审批通过时间,决策有效期,全投资内部收益率,租赁利率,调整方式,保证金比例及收取方式,手续费比例及收取方式,租金支付方式,审决会投票委员,项目来源,客户initId,项目初始化id,业务变更版本号,业务属性,业务类型,租赁物类型,项目资金类型,业务条线类型
33fcefad-c293-4e97-b4c6-d6a31e3b0bb9,XM2022090086,广东遂溪江洪乐民风电设备直租项目,960000000.0,普通融资租赁,风力发电,直租,PASS,308127e5-4185-4329-8fb2-c353d8530ff8,南能遂溪风电有限公司,102656,郭家强,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,EPC总包方项目建设用款，包括设备采购及建设工程款等,156.0,广东省,湛江市,遂溪县,,电站电费收入,国电投海晟公司预收购,风电电站设备及其配套设施,litigation,153,102656,2022-09-20 21:41:17,102948,2025-05-08 10:16:07,39177f63-9765-41be-bb03-926c3496e0fd,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,1.0,1.0,1.0,0,2022/10/10 13:58:34,2022/10/10,1,0.0829,参照2022年08月22日央行一年期LPR3.65%利率加点值135.00BP，即5.00%。,固定利率,EPC建设期提供总承包金额6%作为履约保证金，总计 7747.4208万元给中国康富，支付方式为我司第一笔下款后三个工作日内一次性支付50%履约保证金。第二笔下款前一次性支付剩余50%履约保证金。项目建成全容量并网后，经中国康富审核同意后履约保证金退还EPC方。预计保证金退还时间与EPC承诺函时间一致。如提前建成全容量并网或债权提前结清可按实际时间退回。,按租赁本金的2%总计1920万元，以实际投放金额的2%收取，第一笔下款，手续费下款后三个工作日内支付。之后每笔下款，手续费下款前支付。,不规则，前8期只还息不还本，后8期按12年等额本息计算租金，第16期（最后一期）一次性还本,"[""103030"", ""102542"", ""103029"", ""102670"", ""102644"", ""102929"", ""102622"", ""102976"", ""103010""]",INTRA_GROUP_RECOMMEND,2867ffca-b6a0-4b90-b971-5a90d34333f0,d13b1ae1-2f7b-47b3-a0a5-f963701576ef,1.0,服务国电投集团,未知,风电设备,EPC款项,风电
34296551-daf5-4459-b3f6-74c1154b5da2,XM2024120009,湖南邵阳邵东市恒风皇帝岭（一期+二期）100.85MW回租项目,808000000.0,普通融资租赁,风力发电,回租,PASS,105ebd96-ca61-4b93-b542-568138d5c4ff,邵东市恒风风电有限责任公司,847d3c34-b2b8-4638-b15d-189ae2bfda4a,周鑫,yls_kflj70000m9trw,能源业务四部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,风力发电设备及附属设施,156.0,湖南省,邵阳市,邵东县,湖南省邵阳市邵东市,电费收入,股东担保,风力发电设备及附属设施,litigation,52,847d3c34-b2b8-4638-b15d-189ae2bfda4a,2024-12-18 10:10:26,102870,2024-12-23 14:31:13,1fa31a29-8664-438e-803b-deb88a942042,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,1.0,1.0,1.0,0,2024/12/23 14:31:13,2024/12/20,1,0.0383,参照2024年11月20日央行五年期LPR3.60%利率加点值-10.00BP，即3.50%。,浮动利率,无,2%（按照融资总额，下款后三日内一次性收取）,等额本息、季付、季末付,"[""102544"", ""102929"", ""102622"", ""102976"", ""103049"", ""102644"", ""206755c0-7349-4c5f-9ece-a23c3dd52f70"", ""102683""]",,6bafca71-76b0-45a0-8795-4ed83766db9c,babc0179-333f-424d-a48e-9dc4f1bda994,1.0,服务三一集团,自主开发类,风电设备,其他,风电
34a1c847-2461-40df-adfa-a9cabaf5766d,XM2025090004,内蒙古包头石拐100MW/400MWh独立储能回租项目,234000000.0,普通融资租赁,储能业务,回租,PASS,44e4b46a-fcac-4a73-980e-6ad817042bb4,包头市协鑫储能能源科技有限公司,102625,和玉姗,256fcc7c-b990-407e-9422-14185e7d6b52,业务四部,yls_kflj700008aglr,富鸿资本（湖南）融资租赁有限公司,补充公司经营现金流,156.0,内蒙古自治区,包头市,石拐区,后坝村附近,电费收入,项目出售股转款,储能电站设备及附属设施,litigation,2,102625,2026-01-08 14:55:51,103014,2026-01-21 13:52:03,07720395-6a98-45f7-8800-cb1715792dc2,BUSINESS_APPLY,yls_kflj700008aglr,STATISTIC,1.0,0.0,0.0,0,2025/09/26 15:24:12,2025/09/26,1,0.0923,参照2025年08月20日央行五年期LPR3.50%利率加点值103.00BP，即4.53%。,浮动利率,0,投放金额的1%，放款后5个工作日内支付,等额本息，季末付,,STOCK_CUST_ADD,b1d30e5e-4f92-4986-941a-7dfe50f6a179,94174e04-e017-4e7c-ad58-681d7b735a81,2.0,市场化,常规融资租赁,储能设备,其他,储能
35991fb6-acbf-490b-bb09-fc85dada23c8,XM2025060009,江西省抚州中设崇仁240MW农林光互补光伏项目,552000000.0,普通融资租赁,光伏发电,直租,PASS,18eba79b-32ff-4751-bc4c-e80e742a0f78,抚州中设新能源有限责任公司,102537,钱奔,yls_kflj7000083a4e,业务一部,yls_kflj700008aglr,富鸿资本（湖南）融资租赁有限公司,支付建设本项目的设备采购及施工总包款,156.0,江西省,抚州市,崇仁县,,发电收益,保证人担保,电站及附属设施,litigation,23,102537,2025-09-03 15:39:06,102537,2026-02-04 14:08:54,79d3ab5f-62ce-4570-bb39-ad90a1153344,BUSINESS_APPLY,yls_kflj700008aglr,STATISTIC,1.0,0.0,1.0,0,2025/07/09 09:13:05,2025/09/09,1,0.0629,参照2025年04月21日央行五年期LPR3.60%利率加点值140.00BP，即5.00%。,浮动利率,无,手续费为每笔投放金额的2%，于每笔放款后三个工作日内分批收取,季付，不规则还款，前六期只还息不还本，后54期等额本息，宽限期利率4.6%，后续利率调整为5%,"[""103049"", ""102929"", ""102653"", ""102569"", ""102791"", ""103075"", ""103010""]",,c90ee728-e700-4f18-87ab-003015362061,274fe417-6c51-41f1-a8d7-fd1fc53ac0a1,3.0,市场化,常规融资租赁,其他设备,设备采购,光伏
36693e31-5cf9-4f2f-975a-26cf1148678f,XM2022110002,临泽县肃源新能源300MW风电直租项目,1800000000.0,普通融资租赁,风力发电,直租+回租,PASS,04f696ec-26b3-4e6d-8cee-27828a653fab,临泽县肃源新能源有限公司,102673,王力平,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,项目建设,156.0,甘肃省,张掖市,临泽县,临泽县北滩风电基地,电费收入,股东担保,风机设备及附属设施,litigation,4,102673,2022-12-09 15:20:58,102870,2022-12-27 14:43:59,17983e1a-4c57-46a9-9be2-fa8d59a9ccde,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,1.0,0.0,1.0,0,2022/11/26 20:33:19,2022/12/19,1,0.066,参照2022年10月20日央行5年期以上LPR4.30%上浮70BP,浮动利率,0,3%；每笔资金下款前按投放本金的1.5%收取，每笔投放资金起租第二年收取1.5%，按季支付，每季度支付四分之一。,按季计息，期末20号收取，宽限期2年，宽限期内只还息不还本，宽限期结束后等额本息,"[""103030"", ""102542"", ""103029"", ""102544"", ""102644"", ""102929"", ""102622"", ""102976"", ""103010""]",NEW_MARKET_DEVELOP,6fae57ab-a414-41c9-84be-1964a32b996e,210f7bff-ad13-49ac-b361-15a091a3ed30,2.0,未知,未知,风电设备,项目建设,风电
3831110e-c998-492e-ae21-1d0fb6f14e58,XM2024110003,桂阳方顺113.75MW风电回租项目,940178600.0,普通融资租赁,风力发电,回租,PASS,f29b2087-3afe-4b9c-bd91-29c59b81d78a,桂阳县方顺新能源有限责任公司,102673,王力平,yls_kflj70000m9trw,能源业务四部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,结清存量贷款及其他负债,156.0,湖南省,郴州市,桂阳县,,项目电费收入,其他收入,风电机组及附属设施,litigation,23,102673,2024-11-13 22:20:55,102870,2024-11-21 09:59:34,fdb44137-c6a2-4b32-bbfc-9e46dc456a7b,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,1.0,1.0,1.0,0,2024/11/21 09:59:33,2024/11/19,1,0.0561,参照2024年10月21日央行一年期LPR3.10%利率加点值40.00BP，即3.50%。,浮动利率,0,"以每一笔投放资金为基数收取2%, 投放后三个工作日内支付。",前24个月：其中宽限期12个月，宽限期只还息不还本，宽限期后三期依据14年等额本息不规则还本，最后一期支付全部本金，季付，季后付；,"[""102544"", ""102929"", ""102622"", ""102976"", ""103049"", ""102644"", ""206755c0-7349-4c5f-9ece-a23c3dd52f70"", ""102683""]",OLD_CUST_RECOMMEND,df32178d-3b63-4161-beef-6bcbaf520e3e,a30efc95-a573-4dc1-bea3-484a303c6c6d,1.0,市场化,常规融资租赁,风电设备,置换/偿还融资,风电
3865cc69-d358-4ec4-a965-3dec70b5f8f7,XM2023040001,辽宁朝阳北票17.72MW分布式光伏项目,67336000.0,普通融资租赁,光伏发电,直租,PASS,29d0fcaa-1384-4986-be2b-02c95941396c,朝阳润祥新能源有限公司,7d0ec346-cfa2-42fc-bd71-048047855f2b,柴姗,yls_kflj700009itts,能源业务一部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,主要用于此分布式光伏发电设备及附属设施的采购。,156.0,辽宁省,朝阳市,北票市,,光伏电站发电收入,母公司山东中北能源发展有限公司，实控人李兴奎及妻子代新霞,光伏发电设备及附属设施,compulsoryNotarization,3,7d0ec346-cfa2-42fc-bd71-048047855f2b,2023-05-12 10:51:07,102870,2023-05-17 15:31:46,33835b81-d8a3-4353-a876-11794304fa86,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,1.0,0.0,1.0,0,2023/05/12 10:49:42,2023/05/17,1,0.0638,参照2023年02月20日央行五年期LPR4.30%利率加点值150.00BP，即5.80%。,浮动利率,无保证金,2%，放款前一次性收取,等额本息，季后付，宽限期只还息不还本,"[""103030"", ""102542"", ""103029"", ""102544"", ""102670"", ""102644"", ""102929"", ""102622"", ""102976""]",,4bf3f38a-ec1c-4825-a588-5cb248ec3f09,ac43713c-869d-4a7e-981e-135fb4fcd9c4,2.0,市场化,常规融资租赁,光伏设备,设备采购,光伏
38c9488b-dd6d-4962-b0b6-cc0f45b903fe,XM2025110002,永济广储能源科技有限公司新建200MW/800MWh独立共享储能电站项目,600000000.0,普通融资租赁,储能业务,直租+回租,PASS,f832861c-17cb-4f9b-a2a0-f05743b9257b,永济广储能源科技有限公司,2e265cfe-b3cd-46e9-9830-5c82a6e7933b,欧阳宁烽,yls_kflj70000m9tqt,业务二部,yls_kflj700008aglr,富鸿资本（湖南）融资租赁有限公司,电站建设,156.0,山西省,运城市,永济市,,电能量交易,辅助服务,储能及其附属设备,litigation,25,2e265cfe-b3cd-46e9-9830-5c82a6e7933b,2025-11-24 15:08:23,103014,2025-12-08 09:57:11,b8356657-389d-4c4a-9033-c01cf734d343,BUSINESS_APPLY,yls_kflj700008aglr,STATISTIC,1.0,1.0,1.0,0,2025/12/08 09:57:10,2025/12/05,1,0.0508,参照2025年07月21日央行五年期LPR3.50%利率加点值90.00BP，即4.40%。,固定利率,0,1）比例租赁本金的1.5%；2)一次性收取,按4.4%计息，期末20号收取。宽限期9个月，第一、二期每期支付利息10万元，第三期支付前三期剩余利息；宽限期后等额本息还款,"[""103049"", ""102929"", ""102653"", ""102569"", ""102791"", ""103075"", ""103010""]",NEW_MARKET_DEVELOP,72728a55-abb1-4870-8010-f9ac63a006c5,0b4efb4b-a68b-4434-87a4-dcedc4dc3d2c,1.0,市场化,自主开发类,储能设备,项目建设,储能
3aed89e9-603f-4733-b876-d5ad4e99567c,XM2022110005,国电投徽清源汐4.1545MW分布式通道回租项目,18500000.0,普通融资租赁,光伏发电,回租,PASS,173d34e7-d9f8-4e45-b363-d8e59918ceb6,合肥清源汐太阳能科技有限公司,102596,刘远洋,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,用于偿还购买电站的设备价款,156.0,安徽省,合肥市,市辖区,安徽省合肥市经济开发区汤口路与青鸾路交口合肥雪祺电气有限公司厂区内,电站发电收入,安徽公司控股,光伏电站发电设备,litigation,17,102652,2022-11-18 20:16:41,000,2023-02-09 18:49:29,f59990c3-d132-4861-b2f8-e51611fcfb35,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,1.0,1.0,1.0,0,2022/11/24 11:05:52,2022/11/24,1,0.035,参照2022年10月20日央行五年期LPR3.1000%利率加点值-120.00BP,浮动利率,0,我司总计192400元下款前一次性收取，保理银行通过我司代收代付手续费43.6万（保理手续费最终以银行批复为准,按季度等额本息支付租金，期末20号支付（最终以银行批复为准）。,"[""103030"", ""102542"", ""103029"", ""102544"", ""102644"", ""102929"", ""102622"", ""102976"", ""103010""]",OTHER,44cfa6af-30c5-4741-9305-c08b995a467c,991d3505-8188-4f25-b0c6-cd312de2e3d4,1.0,未知,未知,光伏设备,偿还债务,光伏
3c31dd18-bfd6-4a67-95aa-334fb59aeea7,XM2025070002,浙江省金华步阳集团2MW/4.176MWh用户侧储能项目,5637600.0,普通融资租赁,储能业务,直租,PASS,46ae1a14-fe42-4654-915f-75b2396d025c,金华绿荷新能源有限公司,102537,钱奔,yls_kflj7000083a4e,业务一部,yls_kflj700008aglr,富鸿资本（湖南）融资租赁有限公司,储能电站及基础设施建设,156.0,浙江省,金华市,义乌市,,储能电站峰谷价差收益,北京绿电荷储担保,储能电站及基础设施,litigation,17,102537,2025-07-09 14:36:27,103014,2025-07-29 10:11:11,ba5b4fe3-6f93-4f2a-b069-ef1dce80912d,BUSINESS_APPLY,yls_kflj700008aglr,STATISTIC,,0.0,0.0,0,2025/07/29 10:11:10,,1,0.0912,参照2025年06月20日央行五年期LPR3.50%利率加点值135.00BP，即4.85%。,固定利率,无,按照融资额的0.5%收取，2025年12月25日支付,季付、前两期宽限期、等额本息（第一期不还本息，第二期还息不还本，第一期利息在第二期付息时一并收取）,,,508d5aec-e1b8-4ce7-ac93-ac2d97978c24,c628a2bd-109a-4712-8cce-d1e894fbdd7c,1.0,服务国电投集团,常规融资租赁,储能设备,项目建设,储能
3c623054-55f8-4c40-8a65-f749535ccc6f,XM2024060004,吕梁交口县100MW风力发电项目,500000000.0,普通融资租赁,风力发电,直租,PASS,080e52f7-9b62-42c8-9110-e0843f76c9fc,交口县中能溥灵新能源有限公司,477acceb-ed7d-48ab-8a3a-054b9fabed86,王福顺,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,用于EPC项目建设期设备采购,156.0,山西省,吕梁市,交口县,,项目电站电费收益,股东偿还,风电机组、塔筒、变压器及其他相关设备,arbitration,10,477acceb-ed7d-48ab-8a3a-054b9fabed86,2025-03-31 10:17:59,085d64f2-8e4d-4f49-b5f8-bd2038900a09,2025-11-26 16:26:45,e69f9bc2-aea6-4b66-b2a6-a9e16d19f854,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,1.0,1.0,1.0,0,2024/07/15 10:24:35,2025/04/07,1,0.0626,参照2023年01月20日央行五年期LPR4.30%利率加点值70.00BP，即5.00%。,浮动利率,0,0,不规则，宽限期两年，一年支付一次利息，后续等额本息，季付。,"[""102544"", ""102929"", ""102622"", ""102976"", ""103049"", ""102644"", ""206755c0-7349-4c5f-9ece-a23c3dd52f70"", ""102683""]",,313c0ccb-93b3-4121-a52d-6ee2032a28a4,b541506a-4df4-4be0-8097-eabde30c491b,2.0,市场化,常规融资租赁,风电设备,EPC款项,风电
3ca6bb6e-83ed-46fc-b376-5b00784caf78,XM2024090002,绍兴兴利来0.46MW/0.916MWh用户侧储能项目,1279832.0,普通融资租赁,储能业务,直租,PASS,33ee8fef-ce4f-4ec0-b3e1-e7b3e6b119e2,绍兴绿荷新能源有限公司,102537,钱奔,yls_kflj7000083a4e,业务一部,yls_kflj700008aglr,富鸿资本（湖南）融资租赁有限公司,购置储能设备及其附属设施,156.0,浙江省,绍兴市,越城区,,电费,担保方担保,储能设备及其附属设施,litigation,32,103074,2024-09-24 15:14:26,102849,2025-07-18 10:21:25,2012ad82-728c-4da0-ab1d-d39b7069e06c,BUSINESS_APPLY,yls_kflj700008aglr,STATISTIC,,0.0,0.0,0,2024/09/29 15:04:10,,1,0.0516,参照2024年08月20日央行五年期LPR3.85%利率加点值100.00BP，即4.85%。,固定利率,无,1）比例：5‰；2）收取方式：2024年12月20日一次性收取,按等额本息计息，季度还款，期末20日收取。宽限期1个季度，宽限期内只还息不还本，宽限期结束后正常还款。,,,3100d815-1c9c-42e7-8d94-666f429213d7,14e133a3-5260-4497-a126-f5c8528e4f77,1.0,市场化,常规融资租赁,储能设备,设备采购,储能
3cb43438-2c9c-4efc-88ed-dba65e8686e1,XM2023020001,山西鑫湘江电力104.84MW分布式光伏直租项目,340000000.0,普通融资租赁,光伏发电,直租,PASS,6920cc07-7389-4658-b12f-51a380c69b13,山西鑫湘江电力新能源开发有限公司,102673,王力平,yls_kflj70000m9trw,能源业务四部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,项目建设、设备购买,156.0,山西省,运城市,绛县,,电费收入,股东、实控人担保,光伏发电设备及附属设施,litigation,6,102673,2024-09-09 15:29:43,102870,2024-09-29 12:24:45,10346f6d-9391-48e0-a0b7-28f6994a159d,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,1.0,1.0,1.0,0,2023/02/27 16:14:29,2024/09/23,1,0.0717,参照2023年01月20日央行一年期LPR3.65%利率加点值135.00BP，即5.00%。,浮动利率,1）收取比例0%,收取比例1%，按投放本金的1%放款前收取。,按季计息，季末支付，宽限期24个月，宽限期内只还息不还本，宽限期结束一次性还本,"[""102544"", ""102929"", ""102622"", ""102976"", ""103049"", ""102644"", ""206755c0-7349-4c5f-9ece-a23c3dd52f70"", ""102683""]",INTRA_GROUP_RECOMMEND,yls_kflj70000qqq6h,e71b2f39-44f8-4b49-92ef-7bc8c14bcd58,3.0,市场化,常规融资租赁,光伏设备,设备采购,光伏
3f337739-2afc-4e28-8823-941eaf371618,XM2024100006,辽宁朝阳86.15MW地面分布式光伏直租项目-一期23.68MW,72934400.0,普通融资租赁,光伏发电,直租,PASS,e44a23ea-331e-4578-bf52-dd8bee06336a,辽宁光普新能源有限公司,102557,贺宜丹,yls_kflj700009itts,能源业务一部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,主要用途为EPC总包方项目建设用款，包括设备采购及建设工程款等。,156.0,辽宁省,朝阳市,北票市,,电站发电收益,电站发电收益,光伏设备及其配套设施、储能系统（15%*4h）,litigation,4,102557,2024-10-31 09:31:28,102870,2024-10-31 10:42:53,d6403717-4aed-465d-8136-e5a9b0e9463c,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,1.0,0.0,0.0,0,2024/10/30 09:10:40,2024/10/29,1,0.0679,参照2024年10月21日央行五年期LPR3.60%利率加点值90.00BP，即4.50%。,浮动利率,0,租赁本金的1.5% ，合计 109.40 万元，按放款金额等比例收取。,等额本息，季后付，宽限期只还息不还本,,,8328bae6-559a-4be4-bee2-a2824f91d0c7,754fe6ff-5f6a-4935-b1e0-d9e5d64a30a5,2.0,服务国电投集团,常规融资租赁,综合能源设备,EPC款项,光伏
40b59873-5ad2-452b-b03c-db655d09bf36,XM2025090003,新疆十师北屯市100MW风电项目,330000000.0,普通融资租赁,风力发电,直租,PASS,88b99e12-227b-4929-b722-d19db3b1221d,新疆融川新能源有限公司,102673,王力平,yls_kflj70000m9trw,能源业务四部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,风电项目建设,156.0,新疆维吾尔自治区,阿勒泰地区,阿勒泰市,,电费收入,股东担保,风电机组及附属设施,litigation,26,102673,2025-09-17 14:50:00,102870,2025-09-30 09:57:38,f014b93c-cda8-4648-bd41-d68c0a4a19d3,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,1.0,1.0,1.0,0,2025/09/30 09:57:38,2025/09/29,1,0.0601,参照2025年06月20日央行五年期LPR3.50%利率加点值110.00BP，即4.60%。,浮动利率,0,1% ，每笔投放本金收取1%，放款前支付,宽限期24个月，宽限期只还息不还本，宽限期后等额本息，季付，季后付,"[""102544"", ""102929"", ""102976"", ""103049"", ""102644"", ""206755c0-7349-4c5f-9ece-a23c3dd52f70"", ""103010"", ""102977""]",STOCK_CUST_ADD,1f630dd8-2eaa-49be-9dd4-73170c3ce5ce,97be385f-005a-4b3f-9ad6-1ce3afc8aeae,1.0,市场化,常规融资租赁,风电设备,项目建设,风电
41cab71b-c0fc-4284-85ea-439d5f566a7f,XM2025060002,广西田林潞城三期60MW风电回租项目,110000000.0,普通融资租赁,风力发电,回租,PASS,fbb20f23-d843-46c5-9d86-c0500a0a59dd,田林瑶潞新能源有限责任公司,3e32a5f7-5701-482b-bd8a-fe2b767c5c18,赵昱乾,yls_kflj700009itts,能源业务一部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,主要用途为EPC总包方项目建设用款，包括设备采购及建设工程款等。,156.0,广西壮族自治区,百色市,田林县,,电站发电收益,电站发电收益,风机设备及基础,litigation,135,3e32a5f7-5701-482b-bd8a-fe2b767c5c18,2025-06-24 10:53:18,000,2026-04-21 01:00:47,0fc3d99c-8813-4180-8796-3de75cd20eeb,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,1.0,0.0,0.0,0,2025/06/19 17:10:17,2025/06/19,0,0.0556,参照2025年05月20日央行五年期LPR3.50%利率加点值130.00BP，即4.80%。,浮动利率,无,租赁本金的1% ，放款前按放款金额等比例收取。,等额本息，按年计息，租赁期限15年，利率4.8%,,,05026270-5f57-4ce4-bf7a-c10e9b0bf8b9,5b8d125d-3760-4998-8b14-9d70ab6675c9,2.0,服务国电投集团,常规融资租赁,风电设备,EPC款项,风电
